delivery_person_id,first_name,last_name,phone,age,ratings,vehicle_type,vehicle_condition,status,current_latitude,current_longitude,total_deliveries,city
D00979,Yuvraj,Merchant,+910499926653,43,5.0,motorcycle,0,Offline,12.860766,77.585352,2522,Bengaluru
D00980,Kai,Sahota,+911739462487,42,4.21,scooter,0,On Delivery,12.931504,77.545054,3335,Bengaluru
D00981,Samaksh,Rama,+913927687141,27,3.88,motorcycle,0,On Delivery,12.973807,77.652532,3143,Bengaluru
D00982,Andrew,Gupta,+910605581735,34,4.51,scooter,0,Offline,12.942296,77.542421,507,Bengaluru
D00983,Onveer,Kapadia,+919354646398,42,3.98,scooter,0,Available,12.92805,77.55578,1222,Bengaluru
D00984,Wazir,Parmer,+915703934271,43,3.57,motorcycle,1,Available,13.024087,77.700336,3071,Bengaluru
D00985,Zehaan,Mital,+910509260001,45,4.86,bicycle,0,On Delivery,13.005395,77.595485,3081,Bengaluru
D00986,Frederick,Golla,+911619738449,40,4.87,motorcycle,0,Offline,12.961727,77.633868,956,Bengaluru
D00987,Manan,Chatterjee,+913846990867,24,3.47,motorcycle,0,Available,12.917075,77.634095,1090,Bengaluru
D00988,Warinder,Dave,+917365561922,22,4.15,scooter,2,On Delivery,12.995496,77.679495,582,Bengaluru
D00989,Kai,Goswami,+914176130236,28,2.78,scooter,2,On Delivery,12.931626,77.634526,2498,Bengaluru
D00990,Oliver,Chakraborty,+919916764032,27,3.96,scooter,2,Available,12.956042,77.684971,2351,Bengaluru
D00991,Indrajit,Pant,+918267126937,38,3.71,motorcycle,2,On Delivery,12.860525,77.582787,3473,Bengaluru
D00992,Isaac,Mohanty,+919644484368,33,4.93,motorcycle,0,Available,12.925251,77.575721,3217,Bengaluru
D00993,Shivansh,Narula,+910587715559,41,4.97,scooter,2,Available,12.947931,77.694443,2632,Bengaluru
D00994,Quincy,Lad,+917879025912,20,4.32,scooter,1,Offline,12.950544,77.561476,974,Bengaluru
D00995,Manan,Sheth,+916032358418,45,5.0,motorcycle,2,Available,13.022532,77.593498,2704,Bengaluru
D00996,Daniel,Singhal,+917379395795,44,3.35,motorcycle,2,Offline,12.979177,77.637756,3352,Bengaluru
D00997,Avi,Bobal,+917367038625,32,4.12,bicycle,1,Offline,12.920994,77.581858,436,Bengaluru
D00998,Warinder,Hayer,+914233008056,27,4.02,motorcycle,2,On Delivery,12.956213,77.767823,2377,Bengaluru
D00999,Zashil,Dar,+913210788312,40,3.64,motorcycle,2,On Delivery,12.912931,77.602969,1456,Bengaluru
D01000,Rayaan,Wagle,+912207201970,37,3.98,motorcycle,2,On Delivery,12.988086,77.506791,3408,Bengaluru
D01001,Manthan,Sachdev,+916365129555,22,4.57,scooter,0,Available,12.987774,77.701775,1498,Bengaluru
D01002,Avi,Dora,+914842262300,26,4.78,motorcycle,1,Available,12.892894,77.623493,995,Bengaluru
D01003,Ekapad,Iyer,+913424375391,33,4.16,scooter,0,On Delivery,12.971731,77.565833,2304,Bengaluru
D01004,Onveer,Rout,+916631669687,43,4.19,scooter,0,Available,12.949779,77.608974,15,Bengaluru
D01005,Veer,Dhar,+911664970084,29,4.29,scooter,1,On Delivery,12.920653,77.691795,418,Bengaluru
D01006,Nakul,Gole,+916429628092,29,4.24,motorcycle,1,Available,12.999355,77.539799,3361,Bengaluru
D01007,Banjeet,Sura,+916131525523,42,3.65,motorcycle,2,On Delivery,12.941368,77.643073,2273,Bengaluru
D01008,Ojas,Goel,+913774354047,32,4.56,motorcycle,1,On Delivery,12.971375,77.654298,2780,Bengaluru
D01009,Naksh,Bhardwaj,+915255862778,37,4.39,motorcycle,1,Available,12.920433,77.591969,347,Bengaluru
D01010,Aarnav,Seth,+913045880971,37,4.35,motorcycle,1,On Delivery,13.026854,77.600502,547,Bengaluru
D01011,Laksh,Kadakia,+914592055967,30,3.67,motorcycle,2,On Delivery,12.912166,77.598915,371,Bengaluru
D01012,Frado,Dutt,+919830457627,28,4.77,motorcycle,2,Available,12.977025,77.76131,1603,Bengaluru
D01013,Yash,Chakrabarti,+919701522133,32,4.96,scooter,2,On Delivery,12.93718,77.643656,258,Bengaluru
D01014,Dhruv,Saraf,+917612898993,20,3.13,scooter,1,Available,12.951817,77.61233,443,Bengaluru
D01015,Tanish,Raval,+917992715603,26,4.55,motorcycle,1,On Delivery,12.856073,77.585457,2136,Bengaluru
D01016,Tanish,Sood,+918589868184,44,3.62,motorcycle,2,On Delivery,12.999111,77.707649,2863,Bengaluru
D01017,Rehaan,Agrawal,+917379499944,30,3.55,motorcycle,2,On Delivery,12.941146,77.713775,3286,Bengaluru
D01018,Anirudh,Walla,+910769262654,40,3.9,motorcycle,1,On Delivery,12.830984,77.691,2336,Bengaluru
D01019,Harish,Prakash,+915983985907,45,4.32,scooter,2,Offline,12.977375,77.73114,1500,Bengaluru
D01020,Abhimanyu,Nagy,+913756816784,26,3.83,bicycle,2,Available,12.875603,77.684618,3454,Bengaluru
D01021,Girish,Badami,+917761350078,37,4.07,motorcycle,2,Available,12.884921,77.638743,791,Bengaluru
D01022,Aarnav,Kothari,+914033699952,37,4.01,motorcycle,0,On Delivery,12.92522,77.610142,928,Bengaluru
D01023,Isaiah,Padmanabhan,+916532735514,39,4.89,motorcycle,1,On Delivery,12.922199,77.65738,229,Bengaluru
D01024,Nachiket,Dayal,+914771469509,27,3.88,scooter,1,Available,12.902186,77.595218,2856,Bengaluru
D01025,Charan,Rajagopal,+916174136445,38,4.34,motorcycle,1,On Delivery,13.055268,77.578676,465,Bengaluru
D01026,Zayan,Mohan,+913912706507,43,4.18,motorcycle,0,Available,12.957705,77.50704,622,Bengaluru
D01027,Fiyaz,Bhattacharyya,+914468530455,30,3.88,electric_scooter,1,On Delivery,12.966864,77.644949,219,Bengaluru
D01028,Arin,Misra,+915607778943,27,3.85,scooter,1,On Delivery,12.949581,77.57229,795,Bengaluru
D01029,Maanav,Shah,+910823696269,20,3.98,motorcycle,2,Available,12.995727,77.583469,264,Bengaluru
D01030,Om,Saraf,+910617906701,30,3.74,scooter,0,Available,12.984565,77.618956,858,Bengaluru
D01031,Ekalinga,Oommen,+919721621833,44,3.78,scooter,0,On Delivery,13.000734,77.591114,2611,Bengaluru
D01032,Yash,Parmer,+916921053071,25,3.84,motorcycle,1,Available,12.921225,77.625202,237,Bengaluru
D01033,Girindra,Gala,+914270549857,43,4.26,motorcycle,1,On Delivery,12.945937,77.624513,2252,Bengaluru
D01034,Saksham,Bahl,+912801269804,28,4.75,motorcycle,1,Available,12.913286,77.571541,2384,Bengaluru
D01035,Ishaan,Kapur,+919606472452,31,4.12,motorcycle,1,On Delivery,12.975694,77.571242,2856,Bengaluru
D01036,Dominic,Kakar,+918407094657,34,4.2,motorcycle,0,Offline,12.924471,77.677298,363,Bengaluru
D01037,Advay,Thaman,+912842680928,45,3.23,bicycle,1,On Delivery,12.946995,77.584358,301,Bengaluru
D01038,Frado,Dasgupta,+911700537186,21,3.43,motorcycle,2,On Delivery,12.902256,77.614006,2233,Bengaluru
D01039,Qadim,Barad,+916647951279,36,3.73,motorcycle,0,Offline,12.841823,77.674651,3126,Bengaluru
D01040,Raghav,Kumer,+915354160199,22,3.0,bicycle,2,On Delivery,12.991168,77.490341,2288,Bengaluru
D01041,Arjun,Bava,+918671520771,43,4.03,bicycle,1,On Delivery,12.936092,77.604611,248,Bengaluru
D01042,Chatura,Bahri,+918957967246,22,3.66,scooter,1,Offline,12.828944,77.673986,385,Bengaluru
D01043,Arjun,D’Alia,+910178502050,24,4.95,motorcycle,1,On Delivery,12.995455,77.643626,679,Bengaluru
D01044,Sathvik,Sawhney,+919201029759,45,4.2,scooter,1,On Delivery,13.015504,77.699569,2772,Bengaluru
D01045,Ranveer,Dasgupta,+919659744252,32,4.02,scooter,2,On Delivery,12.902658,77.633304,3049,Bengaluru
D01046,Jonathan,Som,+914164153740,45,4.51,scooter,1,Available,12.932458,77.662031,778,Bengaluru
D01047,Faraj,Jha,+917669976816,44,3.93,electric_scooter,2,Available,12.957443,77.708639,2043,Bengaluru
D01048,Aayush,Mitra,+914905849688,22,3.97,motorcycle,2,On Delivery,12.954836,77.516829,2121,Bengaluru
D01049,Shivansh,Chaudhuri,+914057445099,38,3.94,scooter,0,Available,12.966858,77.653579,1541,Bengaluru
D01050,Krishna,Devan,+917911110851,37,4.63,motorcycle,2,On Delivery,12.961039,77.490814,2105,Bengaluru
D01051,Shaurya,Cheema,+912135961830,41,4.05,motorcycle,2,Available,12.977756,77.639519,1136,Bengaluru
D01052,Daniel,Mandal,+910226425972,20,4.52,motorcycle,1,Available,12.91398,77.620175,3394,Bengaluru
D01053,Dakshesh,Cherian,+918192147498,28,4.63,motorcycle,1,Available,12.920705,77.583882,724,Bengaluru
D01054,Yuvraj,Issac,+911784721461,34,3.82,motorcycle,1,On Delivery,12.976716,77.599227,3322,Bengaluru
D01055,Harish,Lall,+917698897988,34,4.36,bicycle,1,Available,12.919465,77.661162,1359,Bengaluru
D01056,Harrison,Parmar,+914134019293,33,3.93,bicycle,0,On Delivery,12.851719,77.684677,2476,Bengaluru
D01057,Samarth,Merchant,+919346389012,28,4.11,electric_scooter,2,Available,13.08778,77.594447,1216,Bengaluru
D01058,Faris,Baral,+915611568622,42,4.04,bicycle,0,Offline,12.929762,77.543677,3333,Bengaluru
D01059,Yuvraj,Johal,+915316022743,27,3.74,motorcycle,1,Offline,13.016929,77.593755,731,Bengaluru
D01060,Wridesh,Narayanan,+911862447563,22,3.81,scooter,0,Available,12.966719,77.729238,323,Bengaluru
D01061,Jacob,Agate,+917806615459,36,3.89,motorcycle,1,Available,12.918344,77.590673,1458,Bengaluru
D01062,Abeer,Chakraborty,+911802882521,25,4.11,electric_scooter,2,On Delivery,13.093544,77.609635,1571,Bengaluru
D01063,Christopher,Tak,+914699842882,42,3.7,electric_scooter,1,On Delivery,13.10386,77.612753,157,Bengaluru
D01064,Falan,Chana,+913298871232,20,5.0,motorcycle,1,Offline,12.976365,77.545702,2152,Bengaluru
D01065,Baljiwan,Chaudhuri,+917862685272,36,3.25,motorcycle,1,Offline,13.119707,77.581371,2968,Bengaluru
D01066,Kabir,Kashyap,+917783471062,41,4.56,motorcycle,0,Available,12.945082,77.697633,2603,Bengaluru
D01067,Vedant,Minhas,+915735623277,40,4.91,scooter,0,Available,13.015631,77.577876,1364,Bengaluru
D01068,Kevin,Shetty,+919730273228,31,4.1,electric_scooter,1,Offline,12.910186,77.604358,102,Bengaluru
D01069,Aryan,Chaudhry,+912555468939,45,4.98,motorcycle,1,On Delivery,12.848267,77.688546,1210,Bengaluru
D01070,Gagan,Baral,+918815964673,36,4.41,motorcycle,1,Available,12.95396,77.748967,51,Bengaluru
D01071,Maanav,Parsa,+916733229124,37,3.69,scooter,1,On Delivery,12.858456,77.668141,2834,Bengaluru
D01072,Naksh,Sandhu,+916239459942,33,3.26,motorcycle,1,On Delivery,13.01696,77.603369,2615,Bengaluru
D01073,Dalbir,Chandran,+910339801387,22,5.0,electric_scooter,1,Available,12.964686,77.626953,926,Bengaluru
D01074,Arin,Andra,+910581080153,26,4.81,motorcycle,0,Available,12.953334,77.699389,1887,Bengaluru
D01075,Ekapad,Garde,+917156596957,42,3.6,electric_scooter,2,Offline,12.920372,77.630737,1457,Bengaluru
D01076,Nitesh,Parmar,+919550553629,42,4.23,scooter,1,Available,12.919225,77.54053,2115,Bengaluru
D01077,Theodore,Loyal,+913952525207,41,4.16,scooter,2,Offline,13.018113,77.585983,681,Bengaluru
D01078,Chakradhar,Pradhan,+915119214574,42,4.39,motorcycle,0,Available,12.981672,77.500774,847,Bengaluru
D01079,Onveer,Goswami,+919473088240,26,3.71,electric_scooter,1,On Delivery,12.98998,77.647392,1001,Bengaluru
D01080,Dakshesh,Rattan,+912440293634,40,4.28,electric_scooter,0,On Delivery,12.91674,77.566862,379,Bengaluru
D01081,Ryan,Shan,+912579599004,35,4.07,scooter,1,Available,12.919689,77.566742,3288,Bengaluru
D01082,Laban,Rajan,+914601891134,43,4.16,bicycle,0,Available,12.947567,77.699055,2067,Bengaluru
D01083,William,Sama,+919627686127,27,4.39,motorcycle,0,Available,12.891176,77.601646,487,Bengaluru
D01084,Fiyaz,Chowdhury,+911381301494,37,5.0,motorcycle,2,On Delivery,12.911837,77.570417,2477,Bengaluru
D01085,Dominic,Bhargava,+916452319199,21,4.04,motorcycle,0,On Delivery,12.980642,77.646589,797,Bengaluru
D01086,Fariq,Chawla,+913172366704,42,3.56,electric_scooter,0,Offline,12.985902,77.558464,358,Bengaluru
D01087,Sathvik,Subramanian,+919187405013,43,3.59,motorcycle,0,Available,12.94953,77.613206,1029,Bengaluru
D01088,Theodore,Golla,+915607148765,21,4.01,electric_scooter,1,On Delivery,12.943807,77.66594,3086,Bengaluru
D01089,Ranveer,Parmer,+911631603781,22,4.04,scooter,2,On Delivery,12.88264,77.627199,3160,Bengaluru
D01090,Akshay,De,+917039963066,34,3.96,motorcycle,1,On Delivery,12.971018,77.656353,1160,Bengaluru
D01091,Wyatt,Sura,+919323370071,43,4.69,scooter,2,On Delivery,12.95916,77.589306,3210,Bengaluru
D01092,Daksh,Sabharwal,+911408633234,26,4.1,electric_scooter,1,Available,12.9384,77.639166,2199,Bengaluru
D01093,Thomas,Batra,+918392375909,35,3.94,motorcycle,2,Offline,12.970937,77.496413,1341,Bengaluru
D01094,Azad,Lal,+915854551391,38,3.48,bicycle,0,Offline,12.974439,77.624355,1283,Bengaluru
D01095,Naksh,Arora,+918387369323,37,4.25,motorcycle,1,On Delivery,12.875877,77.697731,1694,Bengaluru
D01096,Isaac,Nigam,+916648674163,35,4.78,scooter,0,Available,12.923259,77.676155,943,Bengaluru
D01097,Champak,Sant,+916014584081,23,4.46,scooter,1,Available,12.968095,77.743708,335,Bengaluru
D01098,Jeet,Subramaniam,+914361168611,29,4.67,motorcycle,0,Offline,13.000676,77.569462,1546,Bengaluru
D01099,Oscar,Rajan,+915554654268,27,3.53,motorcycle,1,Offline,12.895173,77.643203,3200,Bengaluru
D01100,Falan,Bhagat,+914034454595,41,4.69,motorcycle,1,Available,12.959093,77.68098,955,Bengaluru
D01101,Abdul,Dugar,+912272386974,41,4.89,motorcycle,0,On Delivery,12.949249,77.608209,2986,Bengaluru
D01102,Zayyan,Singh,+913683850957,20,4.0,bicycle,2,Available,12.969101,77.519891,130,Bengaluru
D01103,Yug,Gandhi,+915081136403,28,3.27,electric_scooter,2,Available,12.979945,77.507943,1124,Bengaluru
D01104,Baljiwan,Swamy,+917006279595,42,4.82,motorcycle,0,On Delivery,12.931464,77.628548,1465,Bengaluru
D01105,Naveen,Khosla,+912175627528,20,3.8,bicycle,0,On Delivery,12.917103,77.685354,3051,Bengaluru
D01106,Noah,Mall,+917344794592,27,4.4,motorcycle,0,On Delivery,12.911074,77.624834,2924,Bengaluru
D01107,Aryan,Tripathi,+918971001707,37,3.23,bicycle,0,Available,12.918632,77.623032,2926,Bengaluru
D01108,Isaac,Radhakrishnan,+917613049484,22,4.71,scooter,1,Available,12.966955,77.625945,2900,Bengaluru
D01109,Saksham,Keer,+912833728756,41,4.02,motorcycle,2,Available,12.972012,77.724917,862,Bengaluru
D01110,Balveer,Sharaf,+915647711588,24,4.63,electric_scooter,2,Offline,12.995132,77.637382,3433,Bengaluru
D01111,Tristan,Sem,+918941079116,23,4.93,motorcycle,1,Available,12.876012,77.705005,1573,Bengaluru
D01112,Chaitanya,Tara,+919830975424,35,4.01,motorcycle,2,On Delivery,12.902485,77.637613,2756,Bengaluru
D01113,Udant,Mutti,+912377487700,35,4.33,scooter,0,On Delivery,12.87809,77.700919,1405,Bengaluru
D01114,Daniel,Tank,+912180822679,38,2.88,motorcycle,1,On Delivery,12.946003,77.714657,1697,Bengaluru
D01115,Aditya,Chauhan,+913839571646,44,3.69,electric_scooter,2,Available,12.852181,77.597246,454,Bengaluru
D01116,Saksham,Sachar,+913709070378,44,4.81,motorcycle,2,On Delivery,12.979991,77.518164,3013,Bengaluru
D01117,Andrew,Acharya,+919320709834,36,3.37,motorcycle,0,On Delivery,13.117262,77.604502,2842,Bengaluru
D01118,Chakradev,Modi,+917629650744,45,4.56,motorcycle,1,On Delivery,13.100168,77.588479,1759,Bengaluru
D01119,Harshil,Shan,+912817947795,20,4.77,electric_scooter,0,Available,12.921407,77.553879,1377,Bengaluru
D01120,Onkar,Patla,+912626930326,41,4.56,bicycle,1,Available,12.956595,77.490967,1530,Bengaluru
D01121,Avi,Kapoor,+917406351685,24,4.91,scooter,1,On Delivery,13.024707,77.577404,3060,Bengaluru
D01122,Utkarsh,Narula,+918379900536,43,3.75,bicycle,1,On Delivery,12.920324,77.531806,865,Bengaluru
D01123,Warjas,Patla,+912856283723,35,4.28,scooter,0,Available,12.90204,77.607479,2384,Bengaluru
D01124,Upkaar,Comar,+913700894234,21,4.58,motorcycle,1,Available,12.90068,77.599423,819,Bengaluru
D01125,Chanakya,Kapadia,+918838456125,40,3.91,motorcycle,2,On Delivery,12.905929,77.620567,61,Bengaluru
D01126,Aarav,Om,+919851769680,40,3.55,scooter,1,Available,12.92429,77.672996,2901,Bengaluru
D01127,Peter,Manne,+917837926405,26,4.12,scooter,2,On Delivery,12.995387,77.576816,821,Bengaluru
D01128,Rachit,Cherian,+916885934288,26,3.99,scooter,2,Available,12.976889,77.731632,2480,Bengaluru
D01129,Arin,Gala,+918331503219,36,4.84,motorcycle,2,On Delivery,13.040344,77.601288,1732,Bengaluru
D01130,Yatin,Dey,+910250666860,32,3.81,scooter,0,Offline,13.015015,77.578875,2034,Bengaluru
D01131,Samarth,Chhabra,+918632895910,27,4.51,motorcycle,0,Available,13.099341,77.611133,1933,Bengaluru
D01132,Joshua,Hayre,+915963743963,39,3.62,scooter,2,Available,12.929356,77.558927,2453,Bengaluru
D01133,Girindra,Dara,+914656531708,35,3.69,motorcycle,0,Available,12.820189,77.679253,3500,Bengaluru
D01134,Ronith,Kale,+917366325673,43,4.92,scooter,0,Available,12.892228,77.624759,2998,Bengaluru
D01135,Veer,Halder,+911660191090,29,4.16,motorcycle,1,Available,12.908003,77.6103,2988,Bengaluru
D01136,Omkaar,Chokshi,+912644789378,31,4.54,scooter,2,Offline,12.945112,77.612815,384,Bengaluru
D01137,Sarthak,Batra,+910937164581,20,4.36,motorcycle,1,On Delivery,12.945269,77.558598,2941,Bengaluru
D01138,David,Seshadri,+914473387805,24,3.53,motorcycle,2,Available,12.922439,77.693855,1368,Bengaluru
D01139,Veer,Thaman,+918477198883,34,4.48,motorcycle,1,Available,12.94007,77.591536,2493,Bengaluru
D01140,Ekalinga,Tara,+918062502308,38,4.37,scooter,2,Available,12.942924,77.579559,1620,Bengaluru
D01141,Aarnav,Wali,+913548695212,23,4.58,scooter,1,Available,12.993692,77.606316,973,Bengaluru
D01142,Arjun,Sant,+918035469466,20,4.02,electric_scooter,2,On Delivery,12.859475,77.666804,878,Bengaluru
D01143,Wyatt,Trivedi,+919116122150,44,3.41,motorcycle,2,On Delivery,12.921694,77.544452,1669,Bengaluru
D01144,Gaurang,Ghose,+916819004158,39,4.4,motorcycle,0,Available,12.88902,77.612946,3471,Bengaluru
D01145,Devansh,Chawla,+913855002957,26,4.01,scooter,0,Available,12.957539,77.647305,137,Bengaluru
D01146,Rishi,Nagy,+915718158061,39,4.33,motorcycle,2,On Delivery,12.898974,77.630672,484,Bengaluru
D01147,Zayyan,Rajagopalan,+915519193968,34,4.18,motorcycle,1,On Delivery,12.933134,77.615119,2027,Bengaluru
D01148,Shaurya,Kothari,+914929328507,42,4.07,motorcycle,1,Available,12.910921,77.640351,2430,Bengaluru
D01149,Laksh,Rao,+915220940037,41,4.23,motorcycle,1,On Delivery,12.947401,77.68302,2148,Bengaluru
D01150,Onveer,Menon,+917480661126,45,3.8,bicycle,0,On Delivery,12.95485,77.62488,2671,Bengaluru
D01151,Upkaar,Deol,+911657121186,21,3.41,electric_scooter,0,On Delivery,12.975774,77.717187,507,Bengaluru
D01152,Ekapad,Sachar,+913993302559,43,3.69,motorcycle,1,On Delivery,13.014195,77.709039,565,Bengaluru
D01153,Mason,Murthy,+915968891096,40,4.51,motorcycle,1,Offline,12.975568,77.626826,208,Bengaluru
D01154,Ikbal,Iyer,+911120360816,45,4.47,motorcycle,0,Offline,12.834272,77.670751,2290,Bengaluru
D01155,Henry,Mannan,+910819714083,28,4.35,motorcycle,1,Available,12.951833,77.495204,2328,Bengaluru
D01156,Orinder,Deo,+919580627456,33,3.71,scooter,0,On Delivery,12.984293,77.563858,2621,Bengaluru
D01157,Gaurav,Thakur,+912941429049,31,3.87,motorcycle,2,On Delivery,12.977482,77.632635,1775,Bengaluru
D01158,Neel,D’Alia,+918476691953,21,3.72,motorcycle,1,On Delivery,12.900448,77.570821,2158,Bengaluru
D01159,Patrick,Srinivasan,+918590262976,22,3.99,motorcycle,1,Available,12.954134,77.711677,3158,Bengaluru
D01160,Sathvik,Walla,+913498246896,35,4.96,scooter,0,Available,12.873006,77.593015,1560,Bengaluru
D01161,Luke,Sami,+912157231252,28,4.38,motorcycle,0,Available,12.921367,77.59304,1409,Bengaluru
D01162,Abeer,Virk,+918589496172,23,3.82,motorcycle,0,Available,12.867011,77.576954,625,Bengaluru
D01163,Chatresh,Bakshi,+911318456059,39,4.56,motorcycle,2,Available,12.940237,77.640828,622,Bengaluru
D01164,Rayaan,Dhillon,+910912944314,42,3.93,scooter,0,Available,12.939824,77.592244,136,Bengaluru
D01165,Avi,Bhalla,+913779824021,23,4.33,motorcycle,2,Available,12.97795,77.638119,389,Bengaluru
D01166,Harish,Loke,+918181009624,25,4.96,bicycle,1,Offline,12.916283,77.627713,2137,Bengaluru
D01167,Faris,Mangat,+915877452634,36,4.48,motorcycle,2,Available,12.975962,77.517221,3077,Bengaluru
D01168,Jeremiah,Dhingra,+912544225351,22,3.5,electric_scooter,2,On Delivery,12.990986,77.517959,3111,Bengaluru
D01169,Azaan,Merchant,+915388287204,34,4.58,motorcycle,1,Available,12.909942,77.576445,1561,Bengaluru
D01170,Harsh,Bali,+918745871207,30,4.16,motorcycle,2,On Delivery,12.87827,77.60404,891,Bengaluru
D01171,Praneel,Sethi,+912621074144,27,4.02,motorcycle,0,Available,12.912952,77.621118,1597,Bengaluru
D01172,Charan,Kapur,+912996457443,26,4.06,motorcycle,2,Offline,12.902695,77.630346,406,Bengaluru
D01173,Robert,Khanna,+914972969701,20,4.25,scooter,2,Available,12.977141,77.744397,2603,Bengaluru
D01174,Maanas,Batta,+919758586188,36,4.57,motorcycle,1,On Delivery,12.828951,77.669061,229,Bengaluru
D01175,Rayaan,Ram,+919279437638,24,4.53,motorcycle,1,On Delivery,12.916339,77.63126,194,Bengaluru
D01176,Sathvik,Munshi,+912395480704,34,4.55,motorcycle,0,Offline,12.905175,77.596507,3007,Bengaluru
D01177,Avi,Arya,+914777407036,32,4.39,motorcycle,1,On Delivery,12.886516,77.596614,25,Bengaluru
D01178,Jeremiah,Jain,+912282128219,26,3.59,electric_scooter,2,On Delivery,13.023679,77.689605,2210,Bengaluru
D01179,Timothy,Kar,+914393304596,38,4.22,motorcycle,0,Offline,12.90703,77.594805,1652,Bengaluru
D01180,Qarin,Hegde,+914853123443,30,3.93,motorcycle,2,Available,13.023665,77.675798,2313,Bengaluru
D01181,Gunbir,Menon,+916512421063,34,3.84,scooter,0,On Delivery,12.896099,77.639734,2908,Bengaluru
D01182,Udarsh,Goel,+913648116595,31,5.0,scooter,2,On Delivery,12.927477,77.632913,2917,Bengaluru
D01183,Baljiwan,Grover,+919313636597,25,4.54,motorcycle,1,On Delivery,13.006009,77.55802,2026,Bengaluru
D01184,Gabriel,Varkey,+915861341749,22,4.37,scooter,0,On Delivery,12.925125,77.549518,2284,Bengaluru
D01185,Darpan,Purohit,+917233990761,31,4.3,electric_scooter,0,Available,12.953597,77.630594,345,Bengaluru
D01186,Anmol,Sangha,+918044236479,25,3.9,scooter,1,Offline,12.963492,77.690772,2482,Bengaluru
D01187,Liam,Lalla,+916479049915,35,3.71,motorcycle,2,Offline,12.918681,77.63906,1572,Bengaluru
D01188,Dhruv,Dyal,+917367209610,45,4.12,motorcycle,0,On Delivery,13.040324,77.599892,1780,Bengaluru
D01189,Joshua,Ahluwalia,+919972459715,31,3.61,electric_scooter,1,On Delivery,12.828849,77.663938,652,Bengaluru
D01190,Noah,Shukla,+911154917732,43,4.88,electric_scooter,1,Available,12.986358,77.503676,2411,Bengaluru
D01191,Faras,Baral,+918610859735,36,3.61,motorcycle,1,Offline,13.100819,77.592552,3359,Bengaluru
D01192,Faraj,Naidu,+913644702632,35,4.0,motorcycle,1,On Delivery,12.978534,77.589502,3294,Bengaluru
D01193,Atharv,Mitra,+915876694947,43,4.52,motorcycle,1,On Delivery,12.98628,77.508781,3324,Bengaluru
D01194,Yatan,Parmar,+914502405377,25,3.36,scooter,0,On Delivery,12.860945,77.609747,1127,Bengaluru
D01195,Balhaar,Nadkarni,+919450375480,44,3.38,bicycle,2,Available,13.01827,77.695469,950,Bengaluru
D01196,Imaran,Gour,+915693291369,32,4.81,motorcycle,2,On Delivery,12.949536,77.647876,2863,Bengaluru
D01197,Bahadurjit,Tiwari,+914150632405,23,4.26,motorcycle,2,Offline,12.938157,77.656567,1679,Bengaluru
D01198,Fariq,Sagar,+917963346746,28,4.54,scooter,1,Offline,13.003761,77.582474,3063,Bengaluru
D01199,Saksham,Chanda,+913997415920,42,5.0,bicycle,2,Available,12.968306,77.654831,3351,Bengaluru
D01200,Owen,Kant,+912760781951,32,3.88,motorcycle,2,Available,12.893735,77.622452,1900,Bengaluru
D01201,Hredhaan,Narula,+910614435754,42,2.56,bicycle,2,On Delivery,12.928231,77.545573,1408,Bengaluru
D01202,Noah,Patel,+912602706875,33,4.01,scooter,0,On Delivery,12.953033,77.640951,2617,Bengaluru
D01203,Manan,Kamdar,+913613912377,28,4.83,motorcycle,2,On Delivery,12.89817,77.636593,1228,Bengaluru
D01204,Wazir,Andra,+913376870580,35,3.96,scooter,0,On Delivery,12.989098,77.703957,3097,Bengaluru
D01205,Dakshesh,Pal,+914070783847,36,4.9,scooter,2,Offline,12.956401,77.569335,3309,Bengaluru
D01206,Udant,Khosla,+915736540449,24,3.6,motorcycle,2,Available,12.92432,77.625202,50,Bengaluru
D01207,Jairaj,Baral,+916431678598,28,4.6,bicycle,1,Offline,12.901307,77.608167,2266,Bengaluru
D01208,Naveen,Raj,+919303207560,42,3.76,electric_scooter,0,On Delivery,12.96726,77.65474,2569,Bengaluru
D01209,Dakshesh,Raju,+910299966330,39,4.71,electric_scooter,0,Offline,12.953463,77.514729,1477,Bengaluru
D01210,Kabir,Zachariah,+913079915402,41,5.0,motorcycle,0,Available,12.936705,77.593562,607,Bengaluru
D01211,Lohit,Bakshi,+910042318206,36,3.15,motorcycle,0,Available,12.96247,77.7015,519,Bengaluru
D01212,Rachit,Varkey,+910548473857,44,3.8,electric_scooter,2,On Delivery,12.877801,77.608401,847,Bengaluru
D01213,Udant,Sur,+915538151827,24,4.75,electric_scooter,0,On Delivery,12.999254,77.618647,575,Bengaluru
D01214,Anthony,Minhas,+919518525576,44,4.96,motorcycle,2,On Delivery,13.117772,77.610378,334,Bengaluru
D01215,Gopal,Nagi,+911969544876,23,4.25,scooter,1,Available,13.006411,77.55967,2912,Bengaluru
D01216,Benjamin,Char,+919150892446,42,5.0,motorcycle,0,Offline,12.963067,77.507176,119,Bengaluru
D01217,Fiyaz,Yogi,+915935588108,44,4.62,scooter,2,Available,13.053111,77.593519,1806,Bengaluru
D01218,Aarush,Bhatti,+917774592541,24,4.0,motorcycle,1,Available,12.964489,77.502881,1191,Bengaluru
D01219,Henry,Kala,+910070455948,29,3.64,scooter,2,On Delivery,12.874872,77.608057,1096,Bengaluru
